Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum,creativity_index
STUD2204,25,Prefer not to say,High School,Medicine,No,8,4,No,Math,Beginner,2,Yes,1,High,Yes,Negative,No,Africa,Yes,1.0
STUD2205,20,Female,Undergraduate,Business,Yes,9,1,Yes,Physics,Advanced,2,No,2,Low,Yes,Positive,Yes,Africa,No,2.0
STUD2206,12,Male,Postgraduate,Law,Yes,1,1,Yes,Math,Intermediate,3,Yes,3,High,Yes,Positive,No,North America,No,3.0
STUD2207,15,Female,High School,Medicine,Yes,2,1,Yes,Physics,Advanced,2,No,5,High,Yes,Neutral,Yes,Oceania,Yes,5.0
STUD2208,22,Male,Postgraduate,Business,No,0,2,No,Economics,Beginner,1,No,1,Low,Yes,Positive,Yes,Africa,No,1.0
STUD2209,20,Non-binary,Postgraduate,Law,Yes,0,3,Yes,Math,Intermediate,5,No,5,High,No,Neutral,Yes,Asia,Yes,5.0
STUD2210,22,Female,Postgraduate,Science,No,3,4,No,Art,Beginner,5,Yes,1,Low,No,Neutral,No,Africa,Yes,1.0
STUD2211,18,Prefer not to say,Undergraduate,Science,Yes,5,1,Yes,Economics,Advanced,1,No,5,High,Yes,Positive,No,South America,Yes,5.0
STUD2212,26,Non-binary,Undergraduate,Business,Yes,8,2,Yes,Physics,Beginner,5,No,3,Medium,No,Negative,No,North America,No,3.0
STUD2213,12,Non-binary,Postgraduate,Medicine,No,4,5,Yes,Computer Science,Intermediate,2,No,2,Medium,No,Positive,No,North America,No,2.0
STUD2214,27,Female,Undergraduate,Business,Yes,1,2,No,Economics,Intermediate,3,Yes,1,Low,No,Neutral,Yes,South America,No,1.0
STUD2215,15,Male,High School,Engineering,No,6,3,No,History,Beginner,5,Yes,1,High,Yes,Positive,Yes,Africa,Yes,1.0
STUD2216,20,Prefer not to say,Postgraduate,Business,Yes,1,2,Yes,Art,Advanced,5,No,1,Medium,No,Negative,No,Oceania,Yes,1.0
STUD2217,19,Male,Postgraduate,Business,No,8,3,Yes,Math,Advanced,2,No,4,Low,No,Positive,Yes,South America,No,4.0
STUD2218,14,Female,Postgraduate,Medicine,Yes,9,1,No,Physics,Advanced,5,No,3,Medium,No,Neutral,No,Africa,No,3.0
STUD2219,26,Prefer not to say,Undergraduate,Law,Yes,2,2,Yes,Computer Science,Beginner,1,Yes,1,Medium,No,Positive,No,Oceania,Yes,1.0
STUD2220,23,Male,High School,Arts,No,9,5,No,Computer Science,Beginner,5,No,5,High,Yes,Positive,No,Africa,Yes,5.0
STUD2221,23,Non-binary,High School,Arts,Yes,4,2,Yes,History,Beginner,1,Yes,1,Medium,No,Neutral,Yes,South America,No,1.0
STUD2222,23,Non-binary,Undergraduate,Arts,No,9,4,Yes,Economics,Advanced,5,Yes,3,Medium,Yes,Neutral,No,North America,Yes,3.0
STUD2223,19,Male,Postgraduate,Education,Yes,8,3,No,Computer Science,Intermediate,5,No,4,High,Yes,Positive,No,Africa,No,4.0
STUD2224,28,Male,Postgraduate,Business,Yes,6,5,Yes,Economics,Beginner,4,No,5,Low,Yes,Negative,Yes,Asia,No,5.0
STUD2225,24,Prefer not to say,High School,Business,Yes,0,1,Yes,History,Advanced,5,Yes,3,High,No,Neutral,Yes,Asia,No,3.0
STUD2226,25,Non-binary,Postgraduate,Business,Yes,9,1,Yes,Economics,Beginner,3,Yes,2,Low,No,Positive,No,Asia,No,2.0
STUD2227,28,Non-binary,Undergraduate,Law,Yes,6,2,Yes,Physics,Advanced,5,No,4,High,Yes,Neutral,Yes,Oceania,No,4.0
STUD2228,28,Male,Undergraduate,Medicine,Yes,7,4,Yes,History,Beginner,3,Yes,5,Low,Yes,Neutral,Yes,Europe,Yes,5.0
STUD2229,24,Male,Undergraduate,Science,No,4,5,No,Economics,Advanced,5,No,3,Medium,No,Positive,Yes,North America,No,3.0
STUD2230,17,Male,Undergraduate,Education,Yes,4,3,Yes,Economics,Advanced,4,Yes,3,High,Yes,Neutral,Yes,South America,Yes,3.0
STUD2231,26,Prefer not to say,High School,Business,Yes,3,1,No,Economics,Beginner,3,Yes,4,High,Yes,Negative,No,Asia,No,4.0
STUD2232,24,Prefer not to say,Undergraduate,Business,Yes,9,2,No,History,Beginner,1,No,3,Low,No,Negative,No,Africa,No,3.0
STUD2233,27,Prefer not to say,Postgraduate,Business,No,1,5,No,Computer Science,Advanced,4,Yes,5,Low,No,Positive,Yes,Africa,Yes,5.0
STUD2234,22,Male,Undergraduate,Engineering,Yes,3,5,No,Computer Science,Intermediate,5,No,2,High,No,Positive,No,Oceania,Yes,2.0
STUD2235,24,Female,Postgraduate,Business,Yes,5,4,Yes,Physics,Beginner,4,Yes,4,Low,Yes,Positive,No,Oceania,Yes,4.0
STUD2236,13,Male,High School,Business,No,3,5,No,History,Beginner,4,No,1,High,No,Negative,No,Europe,No,1.0
STUD2237,23,Female,Postgraduate,Science,No,0,5,No,Economics,Intermediate,4,Yes,3,High,No,Positive,Yes,North America,Yes,3.0
STUD2238,23,Male,Postgraduate,Education,Yes,4,3,No,Physics,Intermediate,3,No,4,Low,Yes,Negative,No,Europe,No,4.0
STUD2239,26,Female,Undergraduate,Science,No,10,1,Yes,History,Beginner,1,No,4,Low,No,Neutral,Yes,South America,Yes,4.0
STUD2240,14,Male,Postgraduate,Engineering,Yes,3,3,No,Math,Advanced,3,No,4,Low,Yes,Negative,Yes,Asia,Yes,4.0
STUD2241,21,Male,Undergraduate,Engineering,Yes,7,1,Yes,Biology,Intermediate,4,Yes,4,High,Yes,Negative,Yes,South America,No,4.0
STUD2242,13,Male,Undergraduate,Education,No,6,5,No,Physics,Intermediate,3,No,1,High,Yes,Neutral,Yes,Europe,No,1.0
STUD2243,22,Female,Undergraduate,Engineering,No,0,3,No,History,Advanced,2,No,2,High,No,Positive,No,Asia,Yes,2.0
STUD2244,17,Non-binary,Undergraduate,Business,No,4,1,Yes,Computer Science,Beginner,1,No,5,High,Yes,Neutral,Yes,North America,No,5.0
STUD2245,26,Non-binary,Postgraduate,Arts,Yes,4,1,No,Math,Intermediate,3,Yes,4,High,No,Positive,Yes,Asia,No,4.0
STUD2246,20,Male,High School,Law,Yes,4,3,Yes,Physics,Intermediate,1,No,3,High,No,Positive,No,South America,No,3.0
STUD2247,18,Female,Postgraduate,Arts,Yes,3,5,Yes,Art,Beginner,1,Yes,5,High,No,Positive,Yes,Oceania,No,5.0
STUD2248,14,Female,High School,Arts,Yes,8,4,No,Art,Beginner,3,No,4,High,Yes,Neutral,No,South America,Yes,4.0
STUD2249,16,Female,Postgraduate,Education,Yes,4,1,Yes,Physics,Beginner,5,Yes,1,Low,Yes,Positive,Yes,Oceania,Yes,1.0
STUD2250,15,Male,Postgraduate,Business,Yes,5,5,Yes,Math,Beginner,3,Yes,1,High,No,Negative,No,North America,Yes,1.0
STUD2251,29,Prefer not to say,High School,Engineering,Yes,3,1,No,Computer Science,Intermediate,4,No,4,Low,Yes,Negative,Yes,Europe,No,4.0
STUD2252,30,Male,Undergraduate,Engineering,Yes,3,2,Yes,Biology,Advanced,4,Yes,5,Low,Yes,Positive,No,Oceania,Yes,5.0
STUD2253,12,Male,High School,Education,No,9,1,Yes,History,Intermediate,2,No,1,Medium,Yes,Neutral,No,South America,No,1.0
STUD2254,29,Non-binary,Postgraduate,Medicine,No,2,1,Yes,History,Beginner,5,Yes,2,Medium,No,Positive,No,Oceania,Yes,2.0
STUD2255,27,Non-binary,Undergraduate,Law,Yes,3,3,Yes,Math,Advanced,4,Yes,3,Low,Yes,Positive,Yes,Africa,No,3.0
STUD2256,28,Male,Postgraduate,Law,Yes,6,2,Yes,Physics,Intermediate,1,Yes,4,Medium,No,Neutral,Yes,Africa,No,4.0
STUD2257,24,Non-binary,High School,Science,Yes,3,4,No,Economics,Beginner,2,Yes,3,Medium,No,Negative,No,Europe,No,3.0
STUD2258,20,Male,High School,Education,Yes,3,2,Yes,Math,Advanced,3,No,3,Medium,Yes,Neutral,Yes,North America,No,3.0
STUD2259,26,Male,Postgraduate,Education,Yes,0,4,No,Computer Science,Beginner,3,No,5,Low,No,Positive,Yes,Oceania,No,5.0
STUD2260,23,Female,Undergraduate,Arts,No,5,1,Yes,Physics,Beginner,1,No,5,Low,Yes,Positive,No,South America,No,5.0
STUD2261,25,Male,Undergraduate,Medicine,No,3,2,No,History,Beginner,1,Yes,1,High,Yes,Positive,No,Asia,Yes,1.0
STUD2262,27,Male,Undergraduate,Law,No,0,2,No,Biology,Beginner,2,Yes,5,Low,Yes,Negative,No,Oceania,No,5.0
STUD2263,30,Prefer not to say,High School,Arts,Yes,6,1,Yes,Math,Intermediate,3,Yes,4,High,Yes,Negative,Yes,Africa,Yes,4.0
STUD2264,18,Non-binary,Undergraduate,Science,Yes,5,5,Yes,Math,Advanced,4,Yes,1,Low,No,Positive,Yes,South America,Yes,1.0
STUD2265,17,Non-binary,Postgraduate,Engineering,No,6,5,Yes,Biology,Advanced,2,Yes,4,High,No,Neutral,No,Africa,Yes,4.0
STUD2266,25,Non-binary,Postgraduate,Science,No,6,3,No,Biology,Advanced,1,Yes,3,Low,Yes,Neutral,Yes,Europe,Yes,3.0
STUD2267,30,Female,High School,Business,No,0,4,Yes,Biology,Advanced,2,Yes,1,Medium,No,Positive,Yes,Africa,Yes,1.0
STUD2268,20,Male,High School,Arts,No,9,1,No,Art,Beginner,2,No,4,Low,Yes,Negative,Yes,Oceania,Yes,4.0
STUD2269,17,Female,Undergraduate,Engineering,Yes,6,3,No,Computer Science,Advanced,1,No,3,Medium,No,Positive,No,Europe,No,3.0
STUD2270,12,Non-binary,High School,Science,Yes,3,5,Yes,Math,Intermediate,3,Yes,5,Low,No,Neutral,Yes,Africa,Yes,5.0
STUD2271,27,Non-binary,High School,Medicine,Yes,9,1,Yes,Math,Intermediate,4,No,4,High,No,Negative,Yes,Europe,Yes,4.0
STUD2272,23,Male,Undergraduate,Arts,Yes,8,1,No,Economics,Advanced,4,Yes,2,High,No,Neutral,No,North America,No,2.0
STUD2273,17,Non-binary,Undergraduate,Business,No,0,4,No,Economics,Beginner,1,No,4,High,Yes,Positive,Yes,North America,No,4.0
STUD2274,24,Male,Undergraduate,Medicine,Yes,3,3,Yes,Math,Intermediate,5,Yes,5,Medium,No,Neutral,Yes,Europe,Yes,5.0
STUD2275,13,Prefer not to say,High School,Arts,No,0,3,No,Computer Science,Beginner,4,Yes,2,High,Yes,Negative,No,Oceania,No,2.0
STUD2276,18,Female,Undergraduate,Engineering,No,10,2,Yes,Economics,Advanced,2,Yes,2,Medium,Yes,Positive,No,Asia,No,2.0
STUD2277,14,Prefer not to say,High School,Education,No,1,2,No,Physics,Intermediate,4,No,5,Medium,No,Neutral,Yes,North America,No,5.0
STUD2278,15,Female,High School,Law,Yes,4,4,No,Computer Science,Beginner,3,No,2,Medium,Yes,Neutral,Yes,South America,No,2.0
STUD2279,17,Female,Postgraduate,Science,Yes,4,4,Yes,Math,Beginner,3,Yes,2,High,Yes,Positive,No,Africa,Yes,2.0
STUD2280,29,Female,Undergraduate,Education,Yes,8,1,No,History,Intermediate,1,Yes,2,High,Yes,Positive,No,Africa,Yes,2.0
STUD2281,29,Female,Undergraduate,Arts,No,8,1,Yes,History,Intermediate,5,No,5,Low,No,Positive,No,Oceania,Yes,5.0
STUD2282,17,Female,Postgraduate,Business,No,4,5,No,History,Advanced,2,No,4,Low,Yes,Negative,Yes,South America,Yes,4.0
STUD2283,22,Male,Postgraduate,Business,No,7,1,Yes,Biology,Advanced,3,No,1,Low,Yes,Negative,Yes,Africa,No,1.0
STUD2284,16,Prefer not to say,High School,Business,Yes,3,2,No,Math,Intermediate,5,Yes,2,Medium,Yes,Neutral,Yes,South America,Yes,2.0
STUD2285,22,Male,Postgraduate,Science,No,0,3,Yes,Biology,Beginner,3,Yes,5,Low,No,Neutral,Yes,Asia,No,5.0
STUD2286,28,Non-binary,Postgraduate,Education,Yes,6,4,No,History,Beginner,4,No,1,Low,No,Negative,No,South America,No,1.0
STUD2287,27,Female,High School,Engineering,No,1,3,No,History,Intermediate,4,Yes,1,Low,No,Positive,Yes,Oceania,Yes,1.0
STUD2288,21,Male,Postgraduate,Law,Yes,7,3,Yes,Math,Advanced,4,No,4,Low,No,Neutral,No,Asia,No,4.0
STUD2289,23,Male,Postgraduate,Law,Yes,4,5,Yes,Economics,Advanced,5,Yes,1,Medium,Yes,Neutral,Yes,Africa,No,1.0
STUD2290,26,Non-binary,Postgraduate,Arts,Yes,8,3,No,History,Intermediate,4,No,1,Medium,No,Positive,No,Oceania,No,1.0
STUD2291,23,Non-binary,Undergraduate,Arts,Yes,6,4,No,Economics,Intermediate,4,Yes,1,Medium,Yes,Positive,No,Europe,Yes,1.0
STUD2292,17,Female,Postgraduate,Education,No,9,3,No,Economics,Advanced,4,No,2,Medium,No,Positive,Yes,Oceania,No,2.0
STUD2293,19,Non-binary,Postgraduate,Business,No,10,5,No,Physics,Beginner,2,No,3,Low,Yes,Positive,Yes,Oceania,Yes,3.0
STUD2294,18,Male,High School,Education,No,5,4,No,Art,Advanced,1,No,4,High,No,Negative,No,Oceania,Yes,4.0
STUD2295,14,Prefer not to say,High School,Law,No,8,1,Yes,Art,Intermediate,3,Yes,2,Low,Yes,Neutral,No,South America,Yes,2.0
STUD2296,17,Female,Postgraduate,Engineering,No,2,3,Yes,Math,Intermediate,5,No,2,Medium,No,Positive,Yes,Africa,No,2.0
STUD2297,28,Non-binary,Postgraduate,Medicine,Yes,4,5,Yes,Computer Science,Advanced,2,No,2,High,Yes,Positive,Yes,Oceania,Yes,2.0
STUD2298,29,Male,High School,Science,No,10,2,Yes,Math,Advanced,3,Yes,3,High,No,Negative,No,North America,Yes,3.0
STUD2299,20,Female,Postgraduate,Science,No,10,3,Yes,Computer Science,Intermediate,2,No,4,Medium,Yes,Neutral,No,Europe,No,4.0
STUD2300,15,Prefer not to say,Undergraduate,Law,Yes,6,1,No,Biology,Beginner,5,No,5,Medium,Yes,Neutral,Yes,South America,Yes,5.0
STUD2301,13,Non-binary,Postgraduate,Medicine,Yes,6,1,Yes,History,Beginner,5,No,3,High,Yes,Positive,Yes,Europe,Yes,3.0
STUD2302,12,Non-binary,Postgraduate,Law,No,3,1,Yes,Physics,Beginner,4,No,3,High,Yes,Neutral,No,South America,No,3.0
STUD2303,15,Non-binary,Undergraduate,Arts,No,3,4,No,History,Intermediate,4,No,5,Low,Yes,Neutral,No,Asia,Yes,5.0
STUD2304,27,Non-binary,High School,Medicine,No,10,2,No,History,Beginner,1,Yes,3,Medium,No,Positive,Yes,Asia,Yes,3.0
STUD2305,17,Prefer not to say,Undergraduate,Engineering,No,4,3,No,Biology,Beginner,5,No,5,High,Yes,Positive,No,Africa,No,5.0
STUD2306,16,Male,Undergraduate,Science,Yes,0,3,No,Art,Intermediate,2,No,1,Low,Yes,Neutral,No,South America,Yes,1.0
STUD2307,19,Female,Undergraduate,Education,No,8,1,Yes,Math,Beginner,2,No,4,Medium,No,Negative,No,Oceania,Yes,4.0
STUD2308,23,Prefer not to say,Postgraduate,Business,No,10,4,No,Math,Intermediate,2,Yes,3,Medium,No,Neutral,Yes,Europe,No,3.0
STUD2309,22,Female,Undergraduate,Business,No,3,1,Yes,Art,Advanced,4,No,1,High,No,Positive,No,Europe,No,1.0
STUD2310,19,Prefer not to say,Postgraduate,Education,No,0,5,No,Art,Intermediate,5,No,5,Low,No,Neutral,No,North America,No,5.0
STUD2311,28,Female,High School,Arts,Yes,2,5,No,Math,Beginner,5,No,5,Medium,Yes,Negative,No,Asia,Yes,5.0
STUD2312,30,Female,Undergraduate,Engineering,No,4,3,No,Art,Intermediate,4,Yes,1,Medium,No,Positive,Yes,Asia,No,1.0
STUD2313,13,Female,Undergraduate,Law,Yes,6,2,Yes,Economics,Advanced,5,Yes,4,Low,Yes,Neutral,Yes,Africa,No,4.0
STUD2314,16,Female,High School,Engineering,Yes,6,3,Yes,Economics,Beginner,3,Yes,5,Medium,No,Negative,No,Oceania,No,5.0
STUD2315,28,Male,Undergraduate,Arts,No,9,5,No,Math,Intermediate,5,No,4,Low,No,Neutral,No,Asia,Yes,4.0
STUD2316,13,Prefer not to say,Postgraduate,Arts,Yes,8,5,Yes,Computer Science,Intermediate,2,No,1,High,No,Neutral,No,North America,No,1.0
STUD2317,19,Non-binary,High School,Business,No,4,1,No,Math,Beginner,3,Yes,2,Low,No,Negative,Yes,South America,Yes,2.0
STUD2318,20,Prefer not to say,High School,Education,No,1,3,Yes,Physics,Intermediate,2,Yes,2,High,Yes,Positive,No,Asia,Yes,2.0
STUD2319,16,Non-binary,Undergraduate,Engineering,No,1,4,Yes,History,Advanced,2,No,5,Medium,Yes,Neutral,No,Europe,Yes,5.0
STUD2320,28,Male,Postgraduate,Science,Yes,7,4,Yes,Biology,Advanced,4,Yes,1,Medium,No,Positive,No,Africa,No,1.0
STUD2321,29,Female,High School,Medicine,No,3,4,No,Economics,Beginner,1,Yes,4,Low,Yes,Positive,No,Asia,No,4.0
STUD2322,28,Female,Postgraduate,Arts,No,5,1,Yes,Computer Science,Advanced,3,No,4,Low,Yes,Neutral,No,Oceania,Yes,4.0
STUD2323,18,Male,Postgraduate,Medicine,Yes,0,5,Yes,Physics,Beginner,5,Yes,1,Low,No,Neutral,Yes,North America,No,1.0
STUD2324,16,Male,High School,Engineering,Yes,9,5,Yes,History,Advanced,4,No,5,High,No,Positive,Yes,Europe,No,5.0
STUD2325,14,Non-binary,Postgraduate,Science,Yes,7,4,Yes,Math,Advanced,2,Yes,1,Medium,Yes,Positive,Yes,Oceania,Yes,1.0
STUD2326,21,Male,Undergraduate,Science,No,3,1,Yes,Computer Science,Beginner,1,Yes,5,Medium,Yes,Negative,No,Africa,Yes,5.0
STUD2327,22,Prefer not to say,High School,Education,No,10,4,Yes,Art,Beginner,3,Yes,5,High,No,Neutral,No,South America,No,5.0
STUD2328,25,Non-binary,Postgraduate,Business,Yes,5,3,Yes,Biology,Advanced,2,No,2,Low,No,Positive,Yes,Oceania,Yes,2.0
STUD2329,24,Male,Undergraduate,Medicine,No,2,5,No,Physics,Intermediate,1,No,1,Low,Yes,Negative,No,Asia,Yes,1.0
STUD2330,26,Prefer not to say,High School,Business,Yes,4,2,Yes,Economics,Advanced,4,Yes,5,Medium,No,Neutral,Yes,Oceania,No,5.0
STUD2331,15,Prefer not to say,Undergraduate,Law,Yes,8,1,Yes,Biology,Intermediate,1,Yes,4,Medium,Yes,Positive,No,Europe,No,4.0
STUD2332,23,Male,Undergraduate,Medicine,Yes,4,3,Yes,Biology,Beginner,3,No,4,Medium,Yes,Positive,No,Africa,Yes,4.0
STUD2333,20,Non-binary,Undergraduate,Arts,Yes,2,2,No,History,Beginner,4,Yes,4,High,No,Positive,No,Europe,No,4.0
STUD2334,12,Female,Undergraduate,Science,No,4,2,Yes,Math,Intermediate,2,Yes,1,High,Yes,Positive,No,South America,No,1.0
STUD2335,24,Female,Postgraduate,Law,Yes,1,1,No,History,Beginner,5,No,4,Low,Yes,Neutral,No,North America,Yes,4.0
STUD2336,24,Prefer not to say,High School,Education,Yes,9,3,No,Biology,Advanced,5,Yes,3,Medium,Yes,Negative,Yes,Asia,Yes,3.0
STUD2337,29,Non-binary,High School,Medicine,Yes,8,4,Yes,History,Beginner,1,No,2,High,Yes,Positive,No,Africa,No,2.0
STUD2338,13,Prefer not to say,Postgraduate,Engineering,Yes,3,3,No,Computer Science,Beginner,5,Yes,1,High,No,Negative,No,South America,Yes,1.0
STUD2339,22,Male,Postgraduate,Law,Yes,9,5,No,Computer Science,Beginner,4,Yes,3,High,No,Neutral,Yes,Europe,No,3.0
STUD2340,30,Non-binary,Postgraduate,Education,No,0,1,Yes,Art,Advanced,5,No,1,High,Yes,Neutral,Yes,South America,Yes,1.0
STUD2341,26,Prefer not to say,Postgraduate,Medicine,Yes,2,2,No,Biology,Beginner,3,Yes,2,High,Yes,Positive,Yes,Oceania,Yes,2.0
STUD2342,26,Prefer not to say,High School,Law,No,4,3,Yes,Computer Science,Advanced,1,No,5,Medium,Yes,Neutral,Yes,Oceania,No,5.0
STUD2343,25,Male,High School,Medicine,No,0,4,No,Physics,Advanced,5,Yes,1,High,Yes,Negative,Yes,Europe,No,1.0
STUD2344,26,Female,Undergraduate,Medicine,No,7,1,No,History,Intermediate,4,Yes,1,Medium,Yes,Positive,No,Asia,No,1.0
STUD2345,26,Non-binary,High School,Science,Yes,8,2,Yes,Computer Science,Advanced,2,Yes,5,High,Yes,Negative,Yes,North America,Yes,5.0
STUD2346,25,Non-binary,High School,Arts,Yes,10,2,No,Math,Intermediate,1,No,3,High,No,Negative,No,North America,No,3.0
STUD2347,23,Male,High School,Business,No,4,3,Yes,Computer Science,Advanced,1,Yes,3,High,No,Positive,Yes,North America,Yes,3.0
STUD2348,25,Non-binary,Undergraduate,Education,Yes,0,3,Yes,Computer Science,Advanced,2,No,4,Medium,Yes,Positive,No,Oceania,No,4.0
STUD2349,22,Male,Postgraduate,Arts,No,0,3,No,Physics,Advanced,2,Yes,4,Low,No,Positive,Yes,South America,No,4.0
STUD2350,12,Prefer not to say,Postgraduate,Science,No,2,1,Yes,Physics,Beginner,1,No,3,High,Yes,Neutral,Yes,Asia,No,3.0
STUD2351,17,Female,Undergraduate,Engineering,No,5,1,Yes,Physics,Beginner,4,No,1,Medium,Yes,Positive,No,Africa,No,1.0
STUD2352,12,Non-binary,Postgraduate,Arts,Yes,5,2,Yes,History,Intermediate,3,Yes,2,High,No,Positive,Yes,Africa,Yes,2.0
STUD2353,16,Female,Postgraduate,Engineering,No,7,5,Yes,Art,Beginner,5,Yes,1,Low,No,Negative,Yes,Oceania,No,1.0
STUD2354,12,Female,High School,Arts,Yes,2,4,Yes,History,Beginner,1,No,1,Medium,Yes,Neutral,Yes,Europe,Yes,1.0
STUD2355,21,Female,Undergraduate,Law,No,6,1,Yes,Computer Science,Advanced,2,No,5,Medium,Yes,Neutral,Yes,Asia,Yes,5.0
STUD2356,26,Female,Undergraduate,Engineering,No,2,3,No,Biology,Beginner,4,Yes,1,Low,Yes,Positive,No,Asia,Yes,1.0
STUD2357,19,Female,Postgraduate,Law,No,4,1,No,Computer Science,Advanced,2,Yes,1,High,Yes,Negative,No,Europe,No,1.0
STUD2358,13,Prefer not to say,Undergraduate,Engineering,Yes,4,2,No,Computer Science,Beginner,1,Yes,3,Low,Yes,Neutral,No,Oceania,Yes,3.0
STUD2359,22,Non-binary,Undergraduate,Engineering,Yes,0,3,Yes,Physics,Advanced,5,Yes,1,High,Yes,Positive,Yes,South America,No,1.0
STUD2360,12,Non-binary,Postgraduate,Arts,No,2,1,Yes,Economics,Beginner,1,Yes,3,High,Yes,Negative,No,Africa,Yes,3.0
STUD2361,23,Male,Undergraduate,Law,No,2,1,No,Computer Science,Intermediate,2,No,1,Medium,Yes,Neutral,Yes,Europe,No,1.0
STUD2362,27,Female,High School,Medicine,No,8,3,Yes,Economics,Advanced,5,No,5,Low,Yes,Positive,Yes,Asia,Yes,5.0
STUD2363,28,Non-binary,Postgraduate,Engineering,No,3,1,Yes,Computer Science,Advanced,2,No,5,Medium,No,Neutral,No,Europe,Yes,5.0
STUD2364,18,Female,Postgraduate,Science,Yes,9,2,Yes,Math,Intermediate,3,Yes,3,High,No,Negative,Yes,North America,No,3.0
STUD2365,26,Non-binary,High School,Arts,Yes,2,1,No,Computer Science,Beginner,4,No,3,Medium,No,Negative,Yes,Africa,No,3.0
STUD2366,28,Male,Undergraduate,Law,No,5,4,No,Math,Intermediate,3,Yes,5,Low,No,Positive,Yes,Asia,No,5.0
STUD2367,18,Female,High School,Education,Yes,8,3,Yes,Economics,Advanced,2,No,5,Medium,Yes,Negative,Yes,Europe,No,5.0
STUD2368,12,Male,High School,Business,No,1,1,No,Computer Science,Advanced,1,No,2,Low,Yes,Neutral,No,North America,Yes,2.0
STUD2369,19,Male,Undergraduate,Business,No,10,1,Yes,Art,Beginner,5,No,2,Low,Yes,Positive,Yes,Africa,No,2.0
STUD2370,26,Male,High School,Business,No,1,4,No,Biology,Beginner,1,Yes,3,Low,No,Negative,Yes,Asia,No,3.0
STUD2371,12,Prefer not to say,High School,Medicine,Yes,7,1,Yes,Economics,Advanced,3,No,2,Medium,No,Positive,Yes,Europe,Yes,2.0
STUD2372,19,Prefer not to say,Postgraduate,Business,No,0,2,Yes,Computer Science,Intermediate,4,No,3,Medium,No,Negative,Yes,Africa,No,3.0
STUD2373,13,Non-binary,Undergraduate,Science,Yes,10,5,No,History,Intermediate,4,Yes,3,Medium,Yes,Positive,Yes,Asia,No,3.0
STUD2374,17,Male,Undergraduate,Medicine,Yes,6,5,No,Biology,Beginner,5,Yes,4,Low,Yes,Positive,Yes,Asia,Yes,4.0
STUD2375,12,Non-binary,High School,Arts,No,7,5,Yes,Math,Beginner,5,No,2,High,No,Negative,No,Africa,No,2.0
STUD2376,26,Non-binary,High School,Science,Yes,0,1,Yes,Art,Advanced,3,Yes,3,High,No,Negative,No,Africa,Yes,3.0
STUD2377,22,Prefer not to say,Postgraduate,Law,No,6,3,Yes,Physics,Intermediate,5,Yes,2,Medium,No,Positive,No,South America,No,2.0
STUD2378,21,Non-binary,Undergraduate,Arts,No,1,2,Yes,Computer Science,Intermediate,2,No,5,High,No,Neutral,No,South America,No,5.0
STUD2379,15,Female,Undergraduate,Science,No,2,1,No,Physics,Advanced,3,Yes,5,Low,Yes,Positive,No,South America,Yes,5.0
STUD2380,14,Female,High School,Science,No,10,4,No,Math,Intermediate,5,No,4,Low,No,Positive,No,South America,No,4.0
STUD2381,27,Male,High School,Medicine,Yes,0,1,No,Biology,Beginner,3,No,4,Low,Yes,Positive,No,Europe,Yes,4.0
STUD2382,29,Non-binary,Postgraduate,Engineering,No,6,3,Yes,History,Advanced,2,No,2,Low,No,Negative,Yes,Africa,No,2.0
STUD2383,23,Non-binary,Postgraduate,Medicine,No,8,5,Yes,Computer Science,Advanced,1,Yes,2,High,No,Neutral,Yes,North America,No,2.0
STUD2384,15,Prefer not to say,High School,Engineering,Yes,2,2,Yes,History,Intermediate,2,No,5,High,Yes,Negative,Yes,Oceania,No,5.0
STUD2385,18,Male,High School,Science,Yes,10,3,Yes,Math,Intermediate,5,No,2,High,No,Positive,No,Oceania,No,2.0
STUD2386,18,Prefer not to say,Undergraduate,Medicine,Yes,4,3,Yes,Art,Advanced,3,Yes,5,High,Yes,Negative,Yes,South America,No,5.0
STUD2387,21,Prefer not to say,Postgraduate,Medicine,No,7,4,Yes,History,Advanced,2,Yes,3,Medium,No,Positive,Yes,Europe,Yes,3.0
STUD2388,14,Female,High School,Education,No,5,4,Yes,Art,Beginner,5,No,3,Low,Yes,Positive,Yes,Africa,Yes,3.0
STUD2389,18,Prefer not to say,Postgraduate,Science,Yes,4,5,Yes,Economics,Beginner,2,No,4,High,Yes,Positive,No,Asia,Yes,4.0
STUD2390,12,Non-binary,Undergraduate,Business,Yes,0,4,No,Computer Science,Intermediate,4,Yes,5,Medium,Yes,Neutral,No,Asia,Yes,5.0
